Review_ID,Truly_Predicted_Class,Original_Text,Explanation,Label1,Label2,Label3,Label4,Label5,Label6,Label7
536,Positive,came birthday happy times never consumed food rooftop bar decor way interesting boths diner elements votive decor amazing glass glass backdrop decor great service feel excellent bet busy better food desserts definitely come ,happy rooftop bar decor interesting ,1,1,1,1,0,1,1
402,Negative,slices course looking best pizza world price first cheese pepperoni came pizza car one star side back however worst pizza tasted greasy pizza sitting grease crust cooked way doughy must place six months ,pizza price first came one ,0,0,0,0,0,0,0
409,Positive,pollo ropa come large enough will leftovers bring home plantains come consistently fantastic pretty good good enough order respectable giving higher rating meals say somewhere seven dollars higher flavor place small much prices bit expectations drinks also maybe two three tables want sit high tops good place better recommend ,pollo large bring home plantains ,0,0,0,0,1,0,0
1756,Negative,ok impressed pancakes offense fold batter maple syrup butter pretty toast homemade good scone sandwich pretty thing best green tomatoes delicious well coffee enough worth go say ,ok impressed pancakes maple syrup ,1,1,1,1,1,1,1
71,Positive,exact plus amount lighting originators street bit steak difference force choose one based alone love almost replica high stick best whole everyone else hop hey competitors ,plus amount bit based love ,0,0,0,0,0,0,0
1235,Negative,gets compared walked thing non asian suited romantic dinner restaurant amuck patrons loudly also spend twice real vietnamese shrimp rolls smelling sitting week old wet ask server take due smell server us smell know thinks fooling shrimp know main stink flavors far world ,compared walked thing asian romantic ,0,0,0,0,1,0,0
228,Positive,great stereotypical bar food contrary unique items split vegetarian items handful went pretty late evening helpings red flannel diced sweet poblanos onions sweet almost christmas combination none maple limas absolutely delicious chili irresistible cooked sweet slightly taste friend ordered kale good nice taste burgers tend well root handcut sweet potatoes white together great anxious return ,great bar unique split handful ,1,0,1,1,1,0,1
208,Negative,recently jasmine rice tasty best night pretty dish sweet pad almost sprouts salad ok spicy little side service good tiny server checking water probably return proximity things go ,recently night pretty almost ok ,1,0,0,0,0,1,1
166,Positive,wun wun minute philly cheesesteak honest although may pretty think story opening perhaps straight across exact entertaining guess business think static px yelp bphotâ goopy watery somewhat bread rock bouncy meat clumps litle pieces makes feel meat seems guys done ,wun may story perhaps straight ,1,0,1,1,1,0,1
124,Negative,see tv really brought philly cheesesteak far tourist ie bell hall either one philadelphia apparently live gave one guy hard order quickly rejected told go window soda line little know right preferred fact give cheesesteak got one bread softer tougher old bread meat jucier fatty neither real steak though got whiz sandwich creamy texture although nearly husband got sandwich even go pointed us street blocks liberty wat convenient also cheaper go go ,see tv really philly cheesesteak ,1,1,0,0,0,1,1
229,Positive,favorite twice tonight times service beyond menu selection good time trying awesome egg blt turkey sad bacon got even close reuben raving important note odd reason ordered bloody mary one best ever every order one brunch wish beer cedar bloody mary legit wish got said made dinner tonight point everything sucking water always back refills wings start amber us back veggie wish seitan good anything say chef refuses bleu cheese restaurant think nasty sad even incredible selection went cheese know original hey know got fan sketch burger fishtown burger even compare burger perfection fresh menu grass beef need try anthony table introduce think really took time getting people neighborhood support told loved luck really stop dessert really effing homemade made local places greens grow farm really place love place weather really nice deck will hot spring summer back bring friends family fishtown ,favorite menu selection good awesome ,1,0,1,1,0,0,1
311,Negative,lose fellow brooklyn yelpers bf decided terrible went syrup began pouring thick glue consistency grossed one syrup well oh french looked pressed iron first last french extremely tasted old bacon crunchy instead cinnamon doughy pancake took order came table oh ask bad drain bother back cash inconvenient cheap take ,lose brooklyn bf decided terrible ,1,0,1,1,1,0,1
206,Positive,husband place wandering rittenhouse hour trying suitable place town stars based service went duck menu love duck anything tempered expectations prevents able dishes made normal soy soy sauce asked inside owner came explained indeed heart break without soy taste test delicious needless say dish perfect mix sweet spicy crispy skinned moist inside served wonderful doused extra credit lest chef owner ate tell enjoyed challenge preparing soy way talk move city thai food dish involving sauce enjoyed thoroughly ,town based menu love able ,0,0,0,0,1,0,0
126,Negative,place cheesesteak many places around philadelphia delicious sandwiches best philly people tastes things tourists outdoor one thing remains go least life glad bucket list rather later ,place cheesesteak many places philadelphia ,0,0,0,0,0,0,0
243,Positive,review words speedy friendly service right now go hot delicious eating something throw state already thank later small shop features hot dogs familiar new ones dog mac reviews chili something must tried much heat sweet honestly plain well hot dog mac also sides throw added pickle chicago hits park flavor cash small table chairs another mentioned friendly proud much translates cooking first via delivery nice lazy whole addition new haven fairfield weenie now drive nostalgic feeling worthy ,words speedy friendly delicious already ,0,0,0,0,1,0,0
237,Negative,came tonight grab late night dead people bartender even acknowledge existence finally strolled ask wanted close last call fairly expected considering people seated left alright place grab beer destination place make go partial ,came late night people bartender ,0,0,0,0,1,0,0
18,Positive,franchise states possibly believe say food good mean many many times first restaurant sub pepper salt olive oil explosive freshness compared also franchise really friends tasted makes mouth watery great foods soups subs also staff ,believe good restaurant pepper olive ,1,1,1,0,0,0,0
