Review_ID,Truly_Predicted_Class,Original_Text,Explanation,Label7,Label1,Label2,Label3,Label4,Label5,Label6
71,Positive,exact plus amount lighting originators street bit steak difference force choose one based alone love almost replica high stick best whole everyone else hop hey competitors ,plus amount bit based love ,0,0,1,1,1,1,0
3437,Negative,experience learned coffee pancakes vanilla anglaise fruit became brunch items however desired boyfriend brought parents town unabashed disdain experienced restaurant anywhere matter rudeness pronounced almost least cordial boyfriend brother suppose treated parents sneer creamer bus boy towel found check best humility enjoyed food will returning place pay money sneered shame nice well bad eight brunch options philly count green eggs loss ,pancakes became brunch however desired ,1,0,0,0,0,0,0
57,Positive,red mango beef empanadas garlic sauace meat cheese order cod mussells spot lighting bright tapas tasty flamingo turns date upbeat energetic notable place service staff ever right always ,red mango beef garlic cheese ,0,0,0,0,0,0,1
112,Negative,challenge vs part cheese recommend provolone less creamy cheez whiz one cheez thinner meat less meat thicker flavor onions bread steamed little tough chewy steaming italian bread service friendly seemed care website offers prepared order fast keeps presented tightly easy non aesthetics colors inviting carnival appearance cleaner brighter says invented steak sandwich perfected find yelp pats king ,part provolone creamy whiz one ,0,0,1,1,1,1,1
42,Positive,service outstanding group went loved true mojito lover beer sangria delicious perfectly spiked awesome tapas one jenn believe churrasco tender light enough share gambas salsa verde little sauce amazing sharing baixas mussels meats tasty good enough least people patatas alioli night opinion perfectly cooked shareable marisco one tapa taste tasty ,outstanding group loved lover beer ,0,1,0,0,0,0,0
87,Negative,don go greasy will hate people two cliche go pats better true philadelphians best cheesesteak pizza brandywine pizza spring south good outside city good via blue bell ,go greasy will hate people ,1,1,0,0,0,0,1
159,Positive,first trip fourth friends say ended service maybe big deal four friends wiz favorite bread fresh cheese drippin delicious little taste philly cheat parking unless torrential feet ground walk ,trip friends deal favorite fresh ,1,1,1,0,0,1,1
140,Negative,knock socks fuckin years im finally try authentic philly cheesesteak waiting inch cheese explosion insane thing arrive sorry miserable steak umm thing absolutely gave wrapped wax paper check fucking tasted life joke brooklyn represents reputation destroys cheesesteaks people work jerkoffs know play business ass review try youll sorry im embarrassed offer best ,years finally philly cheesesteak waiting ,0,1,0,1,0,1,1
27,Positive,going least go tapas sangria place happy sangria omg tapas sooo favorites de bravas ajillo pulpo gallega de bacalao sooo every go waiters afraid around customers ,going tapas sangria happy favorites ,1,0,1,0,0,1,1
144,Negative,right free speech one make said free speech america ordering sign numerous signs yes last still outside racist ignorant steaks congratulations added nothing mongering bravo well done sorry ,right free speech one said ,0,0,0,1,0,1,0
